"sub_region_2";"fecha";"num_casos.x";"num_casos_prueba_pcr";"num_casos_prueba_desconocida";"num_hosp";"num_uci";"num_def";"retail_and_recreation_percent_change_from_baseline";"grocery_and_pharmacy_percent_change_from_baseline";"parks_percent_change_from_baseline";"transit_stations_percent_change_from_baseline";"workplaces_percent_change_from_baseline";"residential_percent_change_from_baseline";"Total"
"Alicante/Alacant";2020-03-28;92;90;2;97;19;13;-92;-59;-88;-88;-65;27;8,04
"Alicante/Alacant";2020-03-29;52;47;1;75;12;10;-95;-85;-92;-90;-68;23;8,72
"Alicante/Alacant";2020-03-30;66;65;1;89;16;24;-89;-57;-85;-85;-72;30;9,4
"Alicante/Alacant";2020-03-31;68;65;2;56;13;23;-93;-57;-85;-86;-75;31;8,91
"Alicante/Alacant";2020-04-01;67;63;0;66;5;23;-93;-56;-84;-86;-75;31;9,16
"Alicante/Alacant";2020-04-02;48;46;1;41;5;24;-92;-57;-85;-86;-75;33;9,18
"Alicante/Alacant";2020-04-03;57;57;0;30;5;23;-90;-53;-85;-87;-74;35;9,46
"Alicante/Alacant";2020-04-04;33;30;1;27;4;17;-93;-61;-89;-89;-67;27;7,11
"Alicante/Alacant";2020-04-05;27;23;1;20;5;12;-96;-86;-93;-92;-71;23;5,78
"Alicante/Alacant";2020-04-06;34;30;0;32;7;6;-88;-57;-84;-85;-73;30;9,02
"Alicante/Alacant";2020-04-07;23;21;0;23;6;18;-90;-52;-83;-85;-73;30;9,5
"Alicante/Alacant";2020-04-08;31;30;0;23;4;12;-90;-45;-82;-85;-73;30;9,5
"Alicante/Alacant";2020-04-09;34;24;3;31;3;7;-90;-46;-84;-85;-75;32;9,28
"Alicante/Alacant";2020-04-10;30;28;0;19;2;9;-96;-90;-91;-93;-89;42;6,54
"Alicante/Alacant";2020-04-11;16;15;1;28;1;10;-92;-51;-87;-88;-65;27;7,23
"Alicante/Alacant";2020-04-12;8;8;0;13;1;5;-96;-85;-93;-92;-71;23;5,74
"Alicante/Alacant";2020-04-13;16;14;1;14;0;8;-94;-85;-90;-91;-86;35;6,74
"Alicante/Alacant";2020-04-14;14;13;0;12;1;9;-87;-42;-79;-82;-64;27;11,13
"Alicante/Alacant";2020-04-15;19;19;0;21;4;8;-89;-53;-82;-83;-66;29;10,82
"Alicante/Alacant";2020-04-16;24;22;0;10;1;15;-87;-49;-79;-83;-65;29;12,12
"Alicante/Alacant";2020-04-17;12;12;0;6;1;2;-89;-51;-81;-84;-65;31;11,9
"Alicante/Alacant";2020-04-18;20;14;1;10;1;2;-93;-57;-87;-88;-63;27;7,72
"Alicante/Alacant";2020-04-19;6;1;0;5;1;8;-96;-83;-93;-92;-69;23;5,72
"Alicante/Alacant";2020-04-20;11;9;0;6;0;6;-88;-59;-80;-83;-65;28;10,61
"Alicante/Alacant";2020-04-21;19;16;0;11;1;8;-86;-47;-79;-82;-63;27;11,68
"Alicante/Alacant";2020-04-22;18;14;0;8;0;3;-87;-49;-79;-82;-63;27;12,21
"Alicante/Alacant";2020-04-23;21;18;0;9;0;1;-88;-56;-80;-85;-67;29;10,71
"Alicante/Alacant";2020-04-24;19;18;0;7;0;2;-87;-46;-80;-83;-63;30;11,45
"Alicante/Alacant";2020-04-25;15;14;0;6;1;2;-92;-56;-87;-87;-62;26;7,71
"Alicante/Alacant";2020-04-26;4;4;0;0;0;3;-93;-77;-83;-86;-66;22;5,88
"Alicante/Alacant";2020-04-27;6;4;0;6;0;4;-85;-53;-72;-79;-60;26;11,19
"Alicante/Alacant";2020-04-28;22;19;0;12;2;1;-84;-47;-70;-78;-60;26;11,96
"Alicante/Alacant";2020-04-29;18;17;0;5;0;3;-84;-44;-68;-77;-60;26;12,19
"Alicante/Alacant";2020-04-30;10;5;0;5;0;4;-82;-32;-68;-76;-60;25;12,37
"Alicante/Alacant";2020-05-01;6;4;0;6;1;3;-94;-90;-80;-88;-86;39;7,62
"Alicante/Alacant";2020-05-02;11;9;0;3;1;2;-85;-33;-47;-69;-55;22;8,15
"Alicante/Alacant";2020-05-03;4;2;0;2;0;4;-86;-60;-55;-70;-56;19;7,24
"Alicante/Alacant";2020-05-04;3;1;0;6;0;1;-74;-36;-36;-64;-54;22;12,96
"Alicante/Alacant";2020-05-05;5;5;0;8;3;3;-75;-34;-34;-65;-54;22;13,84
"Alicante/Alacant";2020-05-06;2;2;0;8;0;3;-75;-34;-32;-64;-54;22;13,67
"Alicante/Alacant";2020-05-07;3;1;0;5;1;1;-76;-34;-38;-65;-54;23;13,57
"Alicante/Alacant";2020-05-08;4;1;0;4;0;0;-78;-36;-45;-69;-53;25;13,87
"Alicante/Alacant";2020-05-09;2;2;0;4;0;3;-84;-41;-50;-70;-49;21;7,43
"Alicante/Alacant";2020-05-10;3;3;0;2;0;2;-87;-65;-66;-76;-54;19;6,82
"Alicante/Alacant";2020-05-11;8;8;0;4;0;2;-63;-30;-26;-60;-46;18;14,13
"Alicante/Alacant";2020-05-12;8;8;0;2;0;1;-66;-30;-33;-63;-47;19;15,23
"Alicante/Alacant";2020-05-13;4;4;0;2;1;2;-65;-28;-22;-60;-47;19;15,13
"Alicante/Alacant";2020-05-14;10;10;0;1;0;1;-70;-35;-50;-69;-50;23;14,31
"Alicante/Alacant";2020-05-15;3;3;0;2;1;2;-69;-27;-42;-67;-47;22;14,89
"Alicante/Alacant";2020-05-16;5;5;0;5;0;2;-76;-33;-44;-67;-39;19;10,66
"Alicante/Alacant";2020-05-17;2;2;0;1;0;1;-77;-55;-51;-69;-39;16;8,25
"Alicante/Alacant";2020-05-18;3;3;0;0;1;2;-51;-25;-11;-50;-41;15;15,64
"Alicante/Alacant";2020-05-19;4;4;0;2;0;1;-52;-22;-9;-52;-42;15;16,93
"Alicante/Alacant";2020-05-20;6;6;0;1;0;1;-51;-20;-8;-51;-42;15;16,91
"Alicante/Alacant";2020-05-21;3;3;0;1;0;0;-51;-19;-15;-53;-43;16;16,96
"Alicante/Alacant";2020-05-22;8;8;0;0;0;1;-52;-18;-18;-55;-40;16;17,01
"Alicante/Alacant";2020-05-23;1;1;0;0;0;1;-59;-23;-16;-51;-28;11;14,32
"Alicante/Alacant";2020-05-24;0;0;0;0;0;0;-63;-43;-34;-59;-27;9;12,52
"Alicante/Alacant";2020-05-25;1;1;0;1;0;1;-48;-23;-20;-52;-39;15;16,34
"Alicante/Alacant";2020-05-26;7;7;0;0;0;0;-48;-19;-13;-51;-37;14;16,86
"Alicante/Alacant";2020-05-27;3;3;0;1;0;1;-48;-19;-12;-49;-37;14;17,78
"Alicante/Alacant";2020-05-28;1;1;0;0;0;1;-47;-17;-15;-50;-38;15;17,51
"Alicante/Alacant";2020-05-29;3;3;0;0;0;0;-47;-16;-13;-51;-36;15;17,44
"Alicante/Alacant";2020-05-30;0;0;0;1;0;0;-54;-19;-9;-48;-17;9;14,82
"Alicante/Alacant";2020-05-31;0;0;0;0;0;0;-59;-37;-27;-56;-14;8;12,88
"Alicante/Alacant";2020-06-01;4;4;0;0;0;0;-33;-17;0;-43;-32;12;17,37
"Alicante/Alacant";2020-06-02;1;1;0;3;0;0;-35;-14;4;-44;-32;12;18,41
"Alicante/Alacant";2020-06-03;1;1;0;0;0;0;-33;-12;6;-41;-32;11;18,5
"Alicante/Alacant";2020-06-04;1;1;0;1;0;0;-38;-14;-21;-48;-33;13;18,7
"Alicante/Alacant";2020-06-05;1;1;0;0;0;0;-31;-11;2;-46;-31;11;18,63
"Alicante/Alacant";2020-06-06;1;1;0;0;0;0;-37;-15;10;-43;-12;6;17,02
"Alicante/Alacant";2020-06-07;1;1;0;1;0;0;-51;-35;-18;-52;-9;6;14,65
"Alicante/Alacant";2020-06-08;2;2;0;0;0;0;-34;-19;-28;-50;-32;13;16,31
"Alicante/Alacant";2020-06-09;2;2;0;1;0;0;-28;-12;-4;-44;-31;11;16,43
"Alicante/Alacant";2020-06-10;0;0;0;0;0;0;-28;-13;5;-42;-30;10;19,37
"Alicante/Alacant";2020-06-11;1;1;0;0;0;0;-26;-12;6;-42;-30;10;19,65
"Alicante/Alacant";2020-06-12;3;3;0;0;0;0;-28;-12;2;-44;-29;10;19,2
"Alicante/Alacant";2020-06-13;0;0;0;0;0;0;-33;-15;13;-41;-6;5;17,51
"Alicante/Alacant";2020-06-14;0;0;0;0;0;0;-44;-33;-3;-49;0;4;15,7
"Alicante/Alacant";2020-06-15;2;2;0;0;0;0;-22;-14;12;-37;-27;9;18,87
"Alicante/Alacant";2020-06-16;1;1;0;2;0;0;-23;-12;12;-38;-27;9;20,09
"Alicante/Alacant";2020-06-17;2;2;0;0;0;0;-24;-11;15;-37;-28;9;20,16
"Alicante/Alacant";2020-06-18;2;2;0;0;0;0;-23;-11;10;-40;-28;9;20,44
"Alicante/Alacant";2020-06-19;1;1;0;1;0;0;-24;-11;7;-43;-27;8;20,24
"Alicante/Alacant";2020-06-20;0;0;0;0;0;0;-28;-13;31;-39;-2;2;18,02
"Alicante/Alacant";2020-06-21;3;3;0;0;0;1;-33;-5;13;-41;6;1;18
"Alicante/Alacant";2020-06-22;1;1;0;0;0;0;-19;-15;31;-37;-35;8;17,98
"Alicante/Alacant";2020-06-23;1;1;0;0;0;1;-10;6;42;-30;-28;4;17,96
"Alicante/Alacant";2020-06-24;1;1;0;0;0;1;-34;-57;68;-44;-59;13;17,94
"Alicante/Alacant";2020-06-25;2;2;0;0;0;0;-12;7;32;-29;-26;6;17,775
"Alicante/Alacant";2020-06-26;1;1;0;1;0;0;-15;-1;37;-32;-27;6;17,61
"Alicante/Alacant";2020-06-27;0;0;0;0;0;0;-20;-8;56;-29;-4;1;17,445
"Alicante/Alacant";2020-06-28;2;2;0;0;0;0;-26;10;26;-34;10;-1;17,28
"Alicante/Alacant";2020-06-29;3;3;0;1;0;0;-9;-5;35;-26;-24;5;18,7966666666667
"Alicante/Alacant";2020-06-30;4;4;0;0;0;0;-10;-2;38;-27;-23;5;20,3133333333333
"Alicante/Alacant";2020-07-01;5;5;0;2;0;0;-10;-5;44;-21;-24;5;21,83
"Alicante/Alacant";2020-07-02;5;5;0;1;0;0;-9;0;41;-22;-25;5;20,7725
"Alicante/Alacant";2020-07-03;1;1;0;2;0;0;-9;1;42;-24;-24;4;19,715
"Alicante/Alacant";2020-07-04;1;1;0;0;0;0;-12;-3;74;-17;-1;0;18,6575
"Alicante/Alacant";2020-07-05;3;3;0;0;1;0;-16;39;42;-20;10;-1;17,6
"Alicante/Alacant";2020-07-06;5;5;0;1;0;0;-1;1;62;-18;-25;4;18,47
"Alicante/Alacant";2020-07-07;4;4;0;0;0;0;-2;3;73;-17;-25;4;19,34
"Alicante/Alacant";2020-07-08;9;9;0;0;0;0;-4;-1;74;-19;-25;4;20,21
"Alicante/Alacant";2020-07-09;7;7;0;1;0;0;-2;5;62;-18;-24;4;19,44
"Alicante/Alacant";2020-07-10;4;4;0;2;0;0;-6;1;66;-20;-24;3;18,67
"Alicante/Alacant";2020-07-11;7;7;0;0;0;0;-11;-2;90;-13;0;0;17,9
"Alicante/Alacant";2020-07-12;6;6;0;0;0;0;-13;47;35;-20;10;0;17,13
"Alicante/Alacant";2020-07-13;15;15;0;1;0;0;2;2;74;-14;-24;4;18,7766666666667
"Alicante/Alacant";2020-07-14;12;12;0;0;0;0;-1;4;67;-18;-25;4;20,4233333333333
"Alicante/Alacant";2020-07-15;22;22;0;3;0;0;2;5;88;-16;-23;3;22,07
"Alicante/Alacant";2020-07-16;17;17;0;2;0;0;2;3;80;-17;-25;4;20,91
"Alicante/Alacant";2020-07-17;36;36;0;4;0;0;-3;5;78;-18;-24;4;19,75
"Alicante/Alacant";2020-07-18;26;26;0;1;0;0;-9;1;101;-12;1;0;18,59
"Alicante/Alacant";2020-07-19;24;24;0;2;0;1;-10;50;58;-13;12;-1;17,43
"Alicante/Alacant";2020-07-20;32;32;0;4;0;0;4;7;89;-12;-22;4;18,7233333333333
"Alicante/Alacant";2020-07-21;46;46;0;3;0;0;3;8;96;-16;-22;4;20,0166666666667
"Alicante/Alacant";2020-07-22;43;43;0;5;0;0;3;8;93;-16;-23;4;21,31
"Alicante/Alacant";2020-07-23;34;34;0;2;1;0;2;8;95;-14;-23;4;20,29
"Alicante/Alacant";2020-07-24;42;42;0;2;0;0;-4;7;88;-18;-22;4;19,27
"Alicante/Alacant";2020-07-25;52;52;0;2;0;0;-10;1;106;-10;1;0;18,25
"Alicante/Alacant";2020-07-26;56;56;0;4;0;0;-10;53;58;-14;13;-1;17,23
"Alicante/Alacant";2020-07-27;66;66;0;6;0;0;4;7;94;-15;-25;4;18,6333333333333
"Alicante/Alacant";2020-07-28;51;51;0;3;0;2;1;7;102;-17;-24;4;20,0366666666667
"Alicante/Alacant";2020-07-29;85;85;0;3;3;2;2;7;102;-18;-25;4;21,44
"Alicante/Alacant";2020-07-30;58;58;0;3;0;0;2;6;85;-18;-26;4;20,255
"Alicante/Alacant";2020-07-31;66;66;0;6;2;0;-4;4;75;-22;-24;4;19,07
"Alicante/Alacant";2020-08-01;73;73;0;7;0;0;-12;2;89;-13;-2;1;17,885
"Alicante/Alacant";2020-08-02;64;64;0;9;1;0;-8;62;59;-14;11;-1;16,7
"Alicante/Alacant";2020-08-03;71;71;0;10;0;0;12;15;108;-13;-30;5;17,8666666666667
"Alicante/Alacant";2020-08-04;78;78;0;8;1;1;11;14;127;-14;-30;5;19,0333333333333
"Alicante/Alacant";2020-08-05;94;94;0;3;2;0;13;14;141;-11;-30;4;20,2
"Alicante/Alacant";2020-08-06;75;75;0;6;0;1;12;14;132;-9;-31;4;19,3675
"Alicante/Alacant";2020-08-07;88;87;0;3;0;0;4;10;109;-16;-30;4;18,535
"Alicante/Alacant";2020-08-08;84;84;0;8;0;0;-5;3;124;-8;-3;0;17,7025
"Alicante/Alacant";2020-08-09;58;58;0;4;1;0;-1;69;78;-10;11;-1;16,87
"Alicante/Alacant";2020-08-10;119;119;0;9;0;1;18;17;138;-10;-37;5;17,8266666666667
"Alicante/Alacant";2020-08-11;125;125;0;7;0;0;17;18;134;-12;-37;5;18,7833333333333
"Alicante/Alacant";2020-08-12;115;115;0;11;1;0;15;16;150;-13;-37;5;19,74
"Alicante/Alacant";2020-08-13;123;123;0;10;1;0;12;15;141;-10;-37;5;18,9125
"Alicante/Alacant";2020-08-14;137;137;0;10;0;0;2;16;117;-17;-37;5;18,085
"Alicante/Alacant";2020-08-15;116;116;0;2;0;0;-13;-15;125;-11;-17;2;17,2575
"Alicante/Alacant";2020-08-16;134;134;0;12;2;0;-2;75;74;-9;11;-1;16,43
"Alicante/Alacant";2020-08-17;181;181;0;12;0;1;14;20;137;-12;-40;6;17,4866666666667
"Alicante/Alacant";2020-08-18;165;165;0;7;1;0;11;16;154;-12;-38;6;18,5433333333333
"Alicante/Alacant";2020-08-19;175;175;0;5;0;0;8;14;158;-14;-39;6;19,6
"Alicante/Alacant";2020-08-20;165;165;0;5;1;0;7;12;137;-14;-40;6;18,095
"Alicante/Alacant";2020-08-21;200;200;0;17;0;0;-5;6;111;-22;-39;7;16,59
"Alicante/Alacant";2020-08-22;170;170;0;14;1;1;-14;-3;111;-15;-7;2;15,085
"Alicante/Alacant";2020-08-23;154;154;0;14;2;0;-11;55;53;-16;11;0;13,58
"Alicante/Alacant";2020-08-24;205;205;0;12;4;0;4;8;106;-18;-34;7;15,6166666666667
"Alicante/Alacant";2020-08-25;198;198;0;13;0;0;3;8;118;-18;-34;6;17,6533333333333
"Alicante/Alacant";2020-08-26;188;188;0;14;3;1;1;7;117;-20;-33;6;19,69
"Alicante/Alacant";2020-08-27;155;155;0;12;0;0;0;5;103;-18;-33;6;18,7025
"Alicante/Alacant";2020-08-28;182;182;0;17;1;3;-8;2;86;-26;-32;7;17,715
"Alicante/Alacant";2020-08-29;176;176;0;12;2;2;-19;-5;56;-24;-6;4;16,7275
"Alicante/Alacant";2020-08-30;126;126;0;10;2;1;-12;43;39;-19;14;0;15,74
"Alicante/Alacant";2020-08-31;192;192;0;19;3;0;-3;1;58;-20;-27;6;17,2466666666667
"Alicante/Alacant";2020-09-01;195;195;0;16;6;3;-4;4;63;-21;-25;5;18,7533333333333
"Alicante/Alacant";2020-09-02;212;212;0;15;4;1;-6;1;63;-24;-25;6;20,26
"Alicante/Alacant";2020-09-03;206;206;0;11;0;0;-6;0;59;-24;-25;5;19,24
"Alicante/Alacant";2020-09-04;232;232;0;18;3;3;-9;1;50;-27;-24;5;18,22
"Alicante/Alacant";2020-09-05;177;177;0;16;3;2;-15;-3;65;-23;-1;2;17,2
"Alicante/Alacant";2020-09-06;165;165;0;10;2;1;-17;29;29;-28;17;0;16,18
"Alicante/Alacant";2020-09-07;229;229;0;25;1;3;-5;3;30;-24;-24;6;17,7933333333333
"Alicante/Alacant";2020-09-08;240;240;0;15;1;1;-6;-1;41;-25;-27;6;19,4066666666667
"Alicante/Alacant";2020-09-09;231;231;0;14;4;0;-8;1;45;-23;-23;5;21,02
"Alicante/Alacant";2020-09-10;228;228;0;10;2;0;-8;0;44;-20;-23;4;19,8125
"Alicante/Alacant";2020-09-11;235;235;0;17;2;1;-10;-1;44;-27;-22;3;18,605
"Alicante/Alacant";2020-09-12;169;169;0;8;0;2;-16;-6;60;-24;0;1;17,3975
"Alicante/Alacant";2020-09-13;152;152;0;8;0;0;-20;22;23;-29;17;0;16,19
"Alicante/Alacant";2020-09-14;252;252;0;22;1;3;-9;-4;31;-24;-19;4;17,9766666666667
"Alicante/Alacant";2020-09-15;180;180;0;17;2;4;-10;-3;40;-26;-18;4;19,7633333333333
"Alicante/Alacant";2020-09-16;194;194;0;13;1;4;-13;-5;36;-26;-18;4;21,55
"Alicante/Alacant";2020-09-17;194;194;0;14;3;2;-13;-5;24;-25;-19;4;20,045
"Alicante/Alacant";2020-09-18;162;162;0;19;3;3;-16;-5;10;-32;-19;5;18,54
"Alicante/Alacant";2020-09-19;155;155;0;14;3;0;-18;-8;43;-27;1;2;17,035
"Alicante/Alacant";2020-09-20;128;128;0;24;2;1;-22;3;12;-32;16;2;15,53
"Alicante/Alacant";2020-09-21;186;186;0;23;3;1;-13;-5;22;-24;-18;5;17,46
"Alicante/Alacant";2020-09-22;178;178;0;20;3;4;-16;-5;27;-23;-17;5;19,39
"Alicante/Alacant";2020-09-23;169;168;0;6;1;2;-17;-4;27;-21;-16;5;21,32
"Alicante/Alacant";2020-09-24;164;164;0;13;0;0;-18;-5;16;-20;-17;5;19,1675
"Alicante/Alacant";2020-09-25;187;187;0;15;3;3;-17;-1;13;-23;-15;4;17,015
"Alicante/Alacant";2020-09-26;125;125;0;9;1;0;-21;-5;30;-20;1;3;14,8625
"Alicante/Alacant";2020-09-27;87;87;0;10;1;1;-25;3;1;-26;14;3;12,71
"Alicante/Alacant";2020-09-28;169;169;0;13;1;4;-17;-5;12;-20;-14;5;14,76
"Alicante/Alacant";2020-09-29;155;155;0;11;3;3;-18;-4;18;-23;-15;5;16,81
"Alicante/Alacant";2020-09-30;150;150;0;13;3;3;-18;-1;14;-20;-14;5;18,86
"Alicante/Alacant";2020-10-01;180;179;0;9;0;0;-18;1;14;-18;-13;4;17,985
"Alicante/Alacant";2020-10-02;176;175;0;12;0;2;-24;-3;-15;-24;-14;6;17,11
"Alicante/Alacant";2020-10-03;153;153;0;7;1;1;-18;-1;17;-17;-1;3;16,235
"Alicante/Alacant";2020-10-04;142;141;0;2;0;4;-24;11;-3;-26;10;3;15,36
"Alicante/Alacant";2020-10-05;251;248;0;11;1;1;-14;0;14;-15;-13;4;17,3233333333333
"Alicante/Alacant";2020-10-06;250;246;0;19;0;1;-15;1;23;-16;-13;4;19,2866666666667
"Alicante/Alacant";2020-10-07;217;214;0;11;0;1;-15;-1;25;-17;-13;4;21,25
"Alicante/Alacant";2020-10-08;280;277;0;21;3;1;-6;17;23;-8;-13;1;19,7375
"Alicante/Alacant";2020-10-09;244;242;0;16;2;3;-38;-62;47;-39;-60;13;18,225
"Alicante/Alacant";2020-10-10;231;229;0;24;3;2;-19;9;35;-21;-7;3;16,7125
"Alicante/Alacant";2020-10-11;160;156;0;16;0;1;-16;15;16;-30;5;2;15,2
"Alicante/Alacant";2020-10-12;289;286;0;14;2;1;-25;-43;52;-36;-65;12;17,19
"Alicante/Alacant";2020-10-13;279;275;0;21;4;0;-16;11;15;-18;-13;4;19,18
"Alicante/Alacant";2020-10-14;354;346;0;27;1;4;-18;3;7;-18;-12;5;21,17
"Alicante/Alacant";2020-10-15;342;326;0;20;3;1;-17;1;9;-16;-13;5;19,63
"Alicante/Alacant";2020-10-16;384;367;0;26;5;2;-18;-1;7;-21;-11;5;18,09
"Alicante/Alacant";2020-10-17;342;324;0;30;3;0;-23;-5;16;-20;-2;4;16,55
"Alicante/Alacant";2020-10-18;353;334;0;22;1;2;-27;4;-2;-29;7;4;15,01
"Alicante/Alacant";2020-10-19;518;479;0;38;6;3;-19;-5;4;-18;-12;5;16,97
"Alicante/Alacant";2020-10-20;576;538;0;35;1;3;-20;-4;9;-23;-13;5;18,93
"Alicante/Alacant";2020-10-21;496;442;0;44;3;3;-19;-4;9;-19;-12;6;20,89
"Alicante/Alacant";2020-10-22;508;469;0;27;3;4;-22;-5;-17;-21;-14;7;19,49
"Alicante/Alacant";2020-10-23;493;444;0;38;4;4;-19;1;3;-21;-12;5;18,09
"Alicante/Alacant";2020-10-24;430;381;0;38;5;1;-24;-5;12;-22;-4;5;16,69
"Alicante/Alacant";2020-10-25;377;323;0;35;1;2;-25;8;-2;-28;4;3;15,29
"Alicante/Alacant";2020-10-26;596;538;0;47;5;2;-20;-5;-11;-21;-13;6;17,08
"Alicante/Alacant";2020-10-27;563;488;0;38;2;4;-20;-1;2;-22;-13;6;18,87
"Alicante/Alacant";2020-10-28;570;492;0;45;7;2;-20;-3;9;-19;-12;6;20,66
"Alicante/Alacant";2020-10-29;522;475;0;35;5;2;-19;-1;5;-18;-13;6;19,065
"Alicante/Alacant";2020-10-30;605;550;0;51;3;10;-22;-1;4;-26;-15;6;17,47
"Alicante/Alacant";2020-10-31;534;487;0;45;2;2;-27;-4;13;-25;-6;6;15,875
"Alicante/Alacant";2020-11-01;526;471;0;29;4;6;-31;0;-7;-38;-1;5;14,28
"Alicante/Alacant";2020-11-02;686;577;0;50;4;3;-22;-10;3;-25;-23;8;16,1733333333333
"Alicante/Alacant";2020-11-03;630;545;0;48;2;7;-22;-2;0;-25;-13;6;18,0666666666667
"Alicante/Alacant";2020-11-04;639;550;0;47;5;4;-25;-6;-20;-30;-15;8;19,96
"Alicante/Alacant";2020-11-05;608;536;0;54;6;7;-27;-7;-30;-32;-16;9;18,415
"Alicante/Alacant";2020-11-06;644;550;0;60;5;7;-23;-3;-12;-30;-13;7;16,87
"Alicante/Alacant";2020-11-07;513;435;0;43;2;9;-28;-8;-7;-33;-9;8;15,325
"Alicante/Alacant";2020-11-08;447;362;0;40;3;9;-32;-1;-14;-40;-4;6;13,78
"Alicante/Alacant";2020-11-09;567;471;0;49;9;7;-22;-9;-7;-28;-15;7;15,93
"Alicante/Alacant";2020-11-10;526;417;0;50;1;10;-23;-8;-2;-31;-16;7;18,08
"Alicante/Alacant";2020-11-11;524;430;0;48;4;6;-23;-5;-2;-28;-14;7;20,23
"Alicante/Alacant";2020-11-12;529;428;0;42;7;9;-23;-6;-8;-27;-15;7;18,6675
"Alicante/Alacant";2020-11-13;518;433;0;52;5;11;-24;-4;-10;-32;-14;7;17,105
"Alicante/Alacant";2020-11-14;413;353;0;37;8;9;-30;-9;-12;-36;-11;8;15,5425
"Alicante/Alacant";2020-11-15;310;254;0;44;7;10;-32;-1;-8;-39;-6;6;13,98
"Alicante/Alacant";2020-11-16;463;368;0;54;6;10;-24;-11;-10;-30;-14;7;15,9766666666667
"Alicante/Alacant";2020-11-17;444;355;0;56;10;13;-24;-7;-5;-31;-14;7;17,9733333333333
"Alicante/Alacant";2020-11-18;440;381;0;45;6;7;-24;-7;-6;-30;-14;7;19,97
"Alicante/Alacant";2020-11-19;405;335;0;46;4;6;-23;-6;-15;-28;-14;7;18,395
"Alicante/Alacant";2020-11-20;436;366;0;35;4;7;-24;-4;-17;-32;-13;7;16,82
"Alicante/Alacant";2020-11-21;306;242;0;26;5;9;-27;-8;-9;-32;-10;7;15,245
"Alicante/Alacant";2020-11-22;264;218;0;23;4;7;-32;1;-19;-39;-8;6;13,67
"Alicante/Alacant";2020-11-23;322;243;0;42;6;12;-23;-10;-18;-30;-13;7;15,8433333333333
"Alicante/Alacant";2020-11-24;357;296;0;26;5;13;-22;-7;-15;-32;-13;7;18,0166666666667
"Alicante/Alacant";2020-11-25;347;291;0;34;6;10;-21;-4;-12;-29;-12;6;20,19
"Alicante/Alacant";2020-11-26;285;238;0;22;2;8;-20;-3;-24;-28;-14;7;18,5475
"Alicante/Alacant";2020-11-27;307;248;0;39;3;9;-27;-9;-45;-40;-15;10;16,905
"Alicante/Alacant";2020-11-28;237;186;0;21;0;8;-25;-6;-26;-32;-11;8;15,2625
"Alicante/Alacant";2020-11-29;176;131;0;27;3;8;-25;16;-24;-37;-5;6;13,62
"Alicante/Alacant";2020-11-30;294;222;0;32;4;5;-19;-7;-17;-26;-12;6;15,7866666666667
"Alicante/Alacant";2020-12-01;314;238;0;25;3;7;-20;-3;-12;-29;-12;6;17,9533333333333
"Alicante/Alacant";2020-12-02;273;219;0;22;2;6;-21;-4;-18;-28;-12;6;20,12
"Alicante/Alacant";2020-12-03;266;213;0;22;0;4;-19;-1;-20;-26;-13;6;18,5675
"Alicante/Alacant";2020-12-04;299;239;0;27;3;7;-23;-2;-31;-33;-13;7;17,015
"Alicante/Alacant";2020-12-05;249;190;0;26;4;4;-25;-4;-20;-34;-10;7;15,4625
"Alicante/Alacant";2020-12-06;216;156;0;15;3;4;-24;25;-30;-42;-9;6;13,91
"Alicante/Alacant";2020-12-07;296;205;0;14;1;8;-6;5;-10;-34;-40;10;15,83
"Alicante/Alacant";2020-12-08;305;233;0;19;5;7;-43;-64;-30;-57;-71;21;17,75
"Alicante/Alacant";2020-12-09;384;289;0;26;2;8;-20;6;-20;-30;-12;6;19,67
"Alicante/Alacant";2020-12-10;487;359;0;21;3;1;-21;-1;-24;-30;-13;7;18,3975
"Alicante/Alacant";2020-12-11;532;390;0;26;3;7;-22;-2;-19;-31;-12;7;17,125
"Alicante/Alacant";2020-12-12;500;363;0;29;3;9;-24;-7;-7;-29;-7;6;15,8525
"Alicante/Alacant";2020-12-13;461;313;0;35;1;6;-23;25;-15;-34;-4;5;14,58
"Alicante/Alacant";2020-12-14;629;435;0;32;4;6;-20;-7;-19;-28;-12;6;16,14
"Alicante/Alacant";2020-12-15;620;434;0;37;4;7;-19;-3;-10;-28;-12;5;17,7
"Alicante/Alacant";2020-12-16;721;525;0;33;0;2;-19;-3;-12;-27;-12;6;19,26
"Alicante/Alacant";2020-12-17;656;475;0;36;3;4;-18;-1;-15;-24;-13;6;18,025
"Alicante/Alacant";2020-12-18;753;523;0;44;2;6;-20;-3;-15;-28;-13;6;16,79
"Alicante/Alacant";2020-12-19;633;428;0;24;2;8;-24;-6;-7;-19;-8;6;15,555
"Alicante/Alacant";2020-12-20;511;337;0;36;3;6;-22;39;-20;-29;-3;5;14,32
"Alicante/Alacant";2020-12-21;800;556;0;40;4;3;-10;4;-11;-23;-16;6;16,04
"Alicante/Alacant";2020-12-22;830;589;0;48;4;7;-9;9;-4;-22;-18;5;17,76
"Alicante/Alacant";2020-12-23;919;691;0;56;8;11;-4;26;2;-19;-28;7;19,48
"Alicante/Alacant";2020-12-24;783;562;0;37;3;11;-18;14;-13;-39;-47;11;17,82
"Alicante/Alacant";2020-12-25;608;417;0;46;5;8;-65;-80;-29;-68;-78;22;16,16
