Zonas de movilidad;Periodo;Total
Menorca;10/4/2020;1,85
Menorca;9/4/2020;2,43
Menorca;8/4/2020;3,74
Menorca;7/4/2020;3,66
Menorca;6/4/2020;3,68
Menorca;5/4/2020;1,66
Menorca;4/4/2020;2,31
Menorca;3/4/2020;3,47
Menorca;2/4/2020;3,25
Menorca;1/4/2020;3,13
Menorca;31/3/2020;3,24
Menorca;30/3/2020;3,44
Menorca;28/3/2020;2,32
Menorca;26/3/2020;4,73
Menorca;24/3/2020;5,07
Menorca;22/3/2020;1,66
Menorca;20/3/2020;5,85
Menorca;18/3/2020;6,21
Menorca;16/3/2020;7,21
Menorca;18/11/2019;16,26
Palmas, Las;30/12/2020;20,35
Palmas, Las;27/12/2020;14,41
Palmas, Las;23/12/2020;21,08
Palmas, Las;20/12/2020;14,71
Palmas, Las;16/12/2020;21,96
Palmas, Las;13/12/2020;14,16
Palmas, Las;9/12/2020;21,43
Palmas, Las;6/12/2020;14,60
Palmas, Las;2/12/2020;22,08
Palmas, Las;29/11/2020;13,52
Palmas, Las;25/11/2020;22,60
Palmas, Las;22/11/2020;13,97
Palmas, Las;18/11/2020;22,19
Palmas, Las;15/11/2020;13,88
Palmas, Las;11/11/2020;20,79
Palmas, Las;8/11/2020;14,22
Palmas, Las;4/11/2020;21,87
Palmas, Las;1/11/2020;14,21
Palmas, Las;28/10/2020;21,68
Palmas, Las;25/10/2020;14,46
Palmas, Las;21/10/2020;21,61
Palmas, Las;18/10/2020;13,48
Palmas, Las;14/10/2020;21,92
Palmas, Las;11/10/2020;14,00
Palmas, Las;7/10/2020;21,64
Palmas, Las;4/10/2020;12,76
Palmas, Las;30/9/2020;20,73
Palmas, Las;27/9/2020;11,71
Palmas, Las;23/9/2020;21,85
Palmas, Las;20/9/2020;13,36
Palmas, Las;16/9/2020;21,21
Palmas, Las;13/9/2020;13,07
Palmas, Las;9/9/2020;20,43
Palmas, Las;6/9/2020;13,56
Palmas, Las;2/9/2020;15,70
Palmas, Las;30/8/2020;13,01
Palmas, Las;26/8/2020;20,14
Palmas, Las;23/8/2020;12,19
Palmas, Las;19/8/2020;20,64
Palmas, Las;16/8/2020;13,56
Palmas, Las;12/8/2020;21,45
Palmas, Las;9/8/2020;14,99
Palmas, Las;5/8/2020;21,83
Palmas, Las;2/8/2020;15,15
Palmas, Las;29/7/2020;21,93
Palmas, Las;26/7/2020;14,94
Palmas, Las;22/7/2020;21,76
Palmas, Las;19/7/2020;15,12
Palmas, Las;15/7/2020;22,55
Palmas, Las;12/7/2020;15,36
Palmas, Las;8/7/2020;21,67
Palmas, Las;5/7/2020;15,13
Palmas, Las;1/7/2020;21,47
Palmas, Las;28/6/2020;14,60
Palmas, Las;24/6/2020;16,98
Palmas, Las;20/6/2020;17,24
Palmas, Las;19/6/2020;20,46
Palmas, Las;18/6/2020;20,37
Palmas, Las;17/6/2020;20,06
Palmas, Las;16/6/2020;19,97
Palmas, Las;15/6/2020;19,20
Palmas, Las;14/6/2020;14,78
Palmas, Las;13/6/2020;17,17
Palmas, Las;12/6/2020;19,67
Palmas, Las;11/6/2020;19,89
Palmas, Las;10/6/2020;19,94
Palmas, Las;9/6/2020;17,86
Palmas, Las;8/6/2020;17,98
Palmas, Las;7/6/2020;14,30
Palmas, Las;6/6/2020;16,61
Palmas, Las;5/6/2020;19,20
Palmas, Las;4/6/2020;18,79
Palmas, Las;3/6/2020;18,70
Palmas, Las;2/6/2020;18,63
Palmas, Las;1/6/2020;17,98
Palmas, Las;31/5/2020;12,58
Palmas, Las;30/5/2020;15,24
Palmas, Las;29/5/2020;18,68
Palmas, Las;28/5/2020;18,87
Palmas, Las;27/5/2020;18,69
Palmas, Las;26/5/2020;18,12
Palmas, Las;25/5/2020;17,74
Palmas, Las;24/5/2020;10,63
Palmas, Las;23/5/2020;12,79
Palmas, Las;22/5/2020;15,77
Palmas, Las;21/5/2020;15,71
Palmas, Las;20/5/2020;15,59
Palmas, Las;19/5/2020;14,92
Palmas, Las;18/5/2020;14,61
Palmas, Las;17/5/2020;9,40
Palmas, Las;16/5/2020;11,84
Palmas, Las;15/5/2020;14,73
Palmas, Las;14/5/2020;15,38
Palmas, Las;13/5/2020;16,03
Palmas, Las;12/5/2020;16,10
Palmas, Las;11/5/2020;15,00
Palmas, Las;10/5/2020;6,65
Palmas, Las;9/5/2020;8,08
Palmas, Las;8/5/2020;13,22
Palmas, Las;7/5/2020;13,08
Palmas, Las;6/5/2020;13,29
Palmas, Las;5/5/2020;13,38
Palmas, Las;4/5/2020;12,83
Palmas, Las;3/5/2020;6,85
Palmas, Las;2/5/2020;7,51
Palmas, Las;1/5/2020;6,87
Palmas, Las;30/4/2020;11,37
Palmas, Las;29/4/2020;11,09
Palmas, Las;28/4/2020;10,96
Palmas, Las;27/4/2020;10,53
Palmas, Las;26/4/2020;5,36
Palmas, Las;25/4/2020;7,08
Palmas, Las;24/4/2020;10,66
Palmas, Las;23/4/2020;10,50
Palmas, Las;22/4/2020;11,01
Palmas, Las;21/4/2020;10,84
Palmas, Las;20/4/2020;10,44
Palmas, Las;19/4/2020;5,40
Palmas, Las;18/4/2020;7,22
Palmas, Las;17/4/2020;10,59
Palmas, Las;16/4/2020;11,39
Palmas, Las;15/4/2020;10,67
Palmas, Las;14/4/2020;10,44
Palmas, Las;13/4/2020;10,44
Palmas, Las;12/4/2020;5,11
Palmas, Las;11/4/2020;6,51
Palmas, Las;10/4/2020;5,37
Palmas, Las;9/4/2020;6,71
Palmas, Las;8/4/2020;9,77
Palmas, Las;7/4/2020;9,67
Palmas, Las;6/4/2020;9,29
Palmas, Las;5/4/2020;5,18
Palmas, Las;4/4/2020;6,90
Palmas, Las;3/4/2020;9,74
Palmas, Las;2/4/2020;8,86
Palmas, Las;1/4/2020;8,83
Palmas, Las;31/3/2020;9,42
Palmas, Las;30/3/2020;9,62
Palmas, Las;28/3/2020;7,52
Palmas, Las;26/3/2020;11,19
Palmas, Las;24/3/2020;11,39
Palmas, Las;22/3/2020;5,76
Palmas, Las;20/3/2020;12,37
Palmas, Las;18/3/2020;12,90
Palmas, Las;16/3/2020;14,59
Palmas, Las;18/11/2019;28,53
Fuerteventura;30/12/2020;7,99
Fuerteventura;27/12/2020;6,05
Fuerteventura;23/12/2020;8,55
Fuerteventura;20/12/2020;6,06
Fuerteventura;16/12/2020;8,53
Fuerteventura;13/12/2020;5,41
Fuerteventura;9/12/2020;8,98
Fuerteventura;6/12/2020;6,90
Fuerteventura;2/12/2020;8,47
Fuerteventura;29/11/2020;4,95
Fuerteventura;25/11/2020;8,80
Fuerteventura;22/11/2020;5,99
Fuerteventura;18/11/2020;8,70
Fuerteventura;15/11/2020;5,58
Fuerteventura;11/11/2020;7,96
Fuerteventura;8/11/2020;6,58
Fuerteventura;4/11/2020;8,37
Fuerteventura;1/11/2020;6,27
Fuerteventura;28/10/2020;8,45
Fuerteventura;25/10/2020;6,52
Fuerteventura;21/10/2020;8,62
Fuerteventura;18/10/2020;6,48
Fuerteventura;14/10/2020;9,40
Fuerteventura;11/10/2020;7,49
Fuerteventura;7/10/2020;7,82
Fuerteventura;4/10/2020;6,05
Fuerteventura;30/9/2020;8,41
Fuerteventura;27/9/2020;6,04
Fuerteventura;23/9/2020;10,08
Fuerteventura;20/9/2020;7,41
Fuerteventura;16/9/2020;9,89
Fuerteventura;13/9/2020;7,69
Fuerteventura;9/9/2020;10,48
Fuerteventura;6/9/2020;8,42
Fuerteventura;2/9/2020;7,12
Fuerteventura;30/8/2020;8,36
Fuerteventura;26/8/2020;11,00
Fuerteventura;23/8/2020;8,36
Fuerteventura;19/8/2020;11,22
Fuerteventura;16/8/2020;8,81
Fuerteventura;12/8/2020;11,06
Fuerteventura;9/8/2020;9,17
Fuerteventura;5/8/2020;10,86
Fuerteventura;2/8/2020;8,68
Fuerteventura;29/7/2020;10,58
Fuerteventura;26/7/2020;7,81
Fuerteventura;22/7/2020;10,56
Fuerteventura;19/7/2020;8,16
Fuerteventura;15/7/2020;10,06
Fuerteventura;12/7/2020;7,73
Fuerteventura;8/7/2020;9,61
Fuerteventura;5/7/2020;7,02
Fuerteventura;1/7/2020;9,01
Fuerteventura;28/6/2020;6,62
Fuerteventura;24/6/2020;8,52
Fuerteventura;20/6/2020;7,23
Fuerteventura;19/6/2020;8,50
Fuerteventura;18/6/2020;8,50
Fuerteventura;17/6/2020;8,34
Fuerteventura;16/6/2020;8,22
Fuerteventura;15/6/2020;8,15
Fuerteventura;14/6/2020;6,60
Fuerteventura;13/6/2020;7,12
Fuerteventura;12/6/2020;7,74
Fuerteventura;11/6/2020;7,69
Fuerteventura;10/6/2020;7,72
Fuerteventura;9/6/2020;6,77
Fuerteventura;8/6/2020;7,32
Fuerteventura;7/6/2020;6,45
Fuerteventura;6/6/2020;6,66
Fuerteventura;5/6/2020;7,50
Fuerteventura;4/6/2020;7,68
Fuerteventura;3/6/2020;7,31
Fuerteventura;2/6/2020;7,26
Fuerteventura;1/6/2020;7,43
Fuerteventura;31/5/2020;5,54
Fuerteventura;30/5/2020;6,03
Fuerteventura;29/5/2020;7,04
Fuerteventura;28/5/2020;7,17
Fuerteventura;27/5/2020;7,19
Fuerteventura;26/5/2020;7,06
Fuerteventura;25/5/2020;7,17
Fuerteventura;24/5/2020;3,68
Fuerteventura;23/5/2020;4,33
Fuerteventura;22/5/2020;5,69
Fuerteventura;21/5/2020;5,73
Fuerteventura;20/5/2020;5,64
Fuerteventura;19/5/2020;5,48
Fuerteventura;18/5/2020;5,45
Fuerteventura;17/5/2020;3,02
Fuerteventura;16/5/2020;3,91
Fuerteventura;15/5/2020;5,25
Fuerteventura;14/5/2020;5,35
Fuerteventura;13/5/2020;5,55
Fuerteventura;12/5/2020;5,63
Fuerteventura;11/5/2020;5,34
Fuerteventura;10/5/2020;1,60
Fuerteventura;9/5/2020;2,31
Fuerteventura;8/5/2020;4,09
Fuerteventura;7/5/2020;4,23
Fuerteventura;6/5/2020;4,14
Fuerteventura;5/5/2020;4,10
Fuerteventura;4/5/2020;4,08
Fuerteventura;3/5/2020;1,70
Fuerteventura;2/5/2020;2,08
Fuerteventura;1/5/2020;1,90
Fuerteventura;30/4/2020;3,75
Fuerteventura;29/4/2020;3,66
Fuerteventura;28/4/2020;3,59
Fuerteventura;27/4/2020;3,45
Fuerteventura;26/4/2020;1,37
Fuerteventura;25/4/2020;1,90
Fuerteventura;24/4/2020;3,33
Fuerteventura;23/4/2020;3,41
Fuerteventura;22/4/2020;3,45
Fuerteventura;21/4/2020;3,38
Fuerteventura;20/4/2020;3,31
Fuerteventura;19/4/2020;1,26
Fuerteventura;18/4/2020;1,90
Fuerteventura;17/4/2020;3,25
Fuerteventura;16/4/2020;3,42
Fuerteventura;15/4/2020;3,39
Fuerteventura;14/4/2020;3,38
Fuerteventura;13/4/2020;3,51
Fuerteventura;12/4/2020;1,20
Fuerteventura;11/4/2020;1,72
Fuerteventura;10/4/2020;1,28
Fuerteventura;9/4/2020;1,72
Fuerteventura;8/4/2020;2,97
Fuerteventura;7/4/2020;2,87
Fuerteventura;6/4/2020;2,75
Fuerteventura;5/4/2020;1,14
Fuerteventura;4/4/2020;1,77
Fuerteventura;3/4/2020;2,87
Fuerteventura;2/4/2020;2,67
Fuerteventura;1/4/2020;2,62
Fuerteventura;31/3/2020;2,78
Fuerteventura;30/3/2020;2,85
Fuerteventura;28/3/2020;2,12
Fuerteventura;26/3/2020;3,54
Fuerteventura;24/3/2020;3,73
Fuerteventura;22/3/2020;1,85
Fuerteventura;20/3/2020;4,38
Fuerteventura;18/3/2020;4,86
Fuerteventura;16/3/2020;5,76
Fuerteventura;18/11/2019;11,90
Gran Canaria;30/12/2020;22,63
Gran Canaria;27/12/2020;15,90
Gran Canaria;23/12/2020;23,40
Gran Canaria;20/12/2020;16,10
Gran Canaria;16/12/2020;24,53
Gran Canaria;13/12/2020;15,64
Gran Canaria;9/12/2020;23,86
Gran Canaria;6/12/2020;16,03
Gran Canaria;2/12/2020;24,74
Gran Canaria;29/11/2020;15,04
Gran Canaria;25/11/2020;25,31
Gran Canaria;22/11/2020;15,28
Gran Canaria;18/11/2020;24,83
Gran Canaria;15/11/2020;15,28
Gran Canaria;11/11/2020;23,27
Gran Canaria;8/11/2020;15,55
Gran Canaria;4/11/2020;24,53
Gran Canaria;1/11/2020;15,57
Gran Canaria;28/10/2020;24,28
Gran Canaria;25/10/2020;15,80
Gran Canaria;21/10/2020;24,08
Gran Canaria;18/10/2020;14,61
Gran Canaria;14/10/2020;24,32
Gran Canaria;11/10/2020;15,02
Gran Canaria;7/10/2020;24,13
Gran Canaria;4/10/2020;13,74
Gran Canaria;30/9/2020;23,09
Gran Canaria;27/9/2020;12,63
Gran Canaria;23/9/2020;24,06
Gran Canaria;20/9/2020;14,23
Gran Canaria;16/9/2020;23,33
Gran Canaria;13/9/2020;13,85
Gran Canaria;9/9/2020;22,10
Gran Canaria;6/9/2020;14,18
Gran Canaria;2/9/2020;17,13
Gran Canaria;30/8/2020;13,63
Gran Canaria;26/8/2020;21,54
Gran Canaria;23/8/2020;12,59
Gran Canaria;19/8/2020;22,17
Gran Canaria;16/8/2020;14,10
Gran Canaria;12/8/2020;23,22
Gran Canaria;9/8/2020;15,71
Gran Canaria;5/8/2020;23,70
Gran Canaria;2/8/2020;16,11
Gran Canaria;29/7/2020;23,90
Gran Canaria;26/7/2020;16,00
Gran Canaria;22/7/2020;23,80
Gran Canaria;19/7/2020;16,27
Gran Canaria;15/7/2020;24,85
Gran Canaria;12/7/2020;16,66
Gran Canaria;8/7/2020;23,79
Gran Canaria;5/7/2020;16,56
Gran Canaria;1/7/2020;23,75
Gran Canaria;28/6/2020;15,95
Gran Canaria;24/6/2020;18,09
Gran Canaria;20/6/2020;18,94
Gran Canaria;19/6/2020;22,54
Gran Canaria;18/6/2020;22,47
Gran Canaria;17/6/2020;22,11
Gran Canaria;16/6/2020;22,05
Gran Canaria;15/6/2020;21,09
Gran Canaria;14/6/2020;16,15
Gran Canaria;13/6/2020;18,88
Gran Canaria;12/6/2020;21,71
Gran Canaria;11/6/2020;21,99
Gran Canaria;10/6/2020;22,10
Gran Canaria;9/6/2020;19,78
Gran Canaria;8/6/2020;19,78
Gran Canaria;7/6/2020;15,58
Gran Canaria;6/6/2020;18,30
Gran Canaria;5/6/2020;21,19
Gran Canaria;4/6/2020;20,69
Gran Canaria;3/6/2020;20,63
Gran Canaria;2/6/2020;20,58
Gran Canaria;1/6/2020;19,82
Gran Canaria;31/5/2020;13,72
Gran Canaria;30/5/2020;16,78
Gran Canaria;29/5/2020;20,73
Gran Canaria;28/5/2020;20,95
Gran Canaria;27/5/2020;20,67
Gran Canaria;26/5/2020;20,06
Gran Canaria;25/5/2020;19,52
Gran Canaria;24/5/2020;11,68
Gran Canaria;23/5/2020;14,13
Gran Canaria;22/5/2020;17,43
Gran Canaria;21/5/2020;17,39
Gran Canaria;20/5/2020;17,25
Gran Canaria;19/5/2020;16,49
Gran Canaria;18/5/2020;16,08
Gran Canaria;17/5/2020;10,34
Gran Canaria;16/5/2020;13,05
Gran Canaria;15/5/2020;16,33
Gran Canaria;14/5/2020;17,09
Gran Canaria;13/5/2020;17,80
Gran Canaria;12/5/2020;17,85
Gran Canaria;11/5/2020;16,69
Gran Canaria;10/5/2020;7,37
Gran Canaria;9/5/2020;8,92
Gran Canaria;8/5/2020;14,70
Gran Canaria;7/5/2020;14,56
Gran Canaria;6/5/2020;14,82
Gran Canaria;5/5/2020;14,89
Gran Canaria;4/5/2020;14,26
Gran Canaria;3/5/2020;7,59
Gran Canaria;2/5/2020;8,27
Gran Canaria;1/5/2020;7,47
Gran Canaria;30/4/2020;12,67
Gran Canaria;29/4/2020;12,30
Gran Canaria;28/4/2020;12,13
Gran Canaria;27/4/2020;11,69
Gran Canaria;26/4/2020;5,93
Gran Canaria;25/4/2020;7,85
Gran Canaria;24/4/2020;11,87
Gran Canaria;23/4/2020;11,69
Gran Canaria;22/4/2020;12,29
Gran Canaria;21/4/2020;12,06
Gran Canaria;20/4/2020;11,59
Gran Canaria;19/4/2020;5,92
Gran Canaria;18/4/2020;8,01
Gran Canaria;17/4/2020;11,79
Gran Canaria;16/4/2020;12,72
Gran Canaria;15/4/2020;11,84
Gran Canaria;14/4/2020;11,62
Gran Canaria;13/4/2020;11,64
Gran Canaria;12/4/2020;5,70
Gran Canaria;11/4/2020;7,28
Gran Canaria;10/4/2020;5,97
Gran Canaria;9/4/2020;7,47
Gran Canaria;8/4/2020;10,96
Gran Canaria;7/4/2020;10,87
Gran Canaria;6/4/2020;10,50
Gran Canaria;5/4/2020;5,81
Gran Canaria;4/4/2020;7,72
Gran Canaria;3/4/2020;10,95
Gran Canaria;2/4/2020;9,94
Gran Canaria;1/4/2020;9,90
Gran Canaria;31/3/2020;10,62
Gran Canaria;30/3/2020;10,87
Gran Canaria;28/3/2020;8,44
Gran Canaria;26/3/2020;12,63
Gran Canaria;24/3/2020;12,81
Gran Canaria;22/3/2020;6,31
Gran Canaria;20/3/2020;13,66
Gran Canaria;18/3/2020;14,24
Gran Canaria;16/3/2020;15,98
Gran Canaria;18/11/2019;31,44
Lanzarote;30/12/2020;17,11
Lanzarote;27/12/2020;12,51
Lanzarote;23/12/2020;17,71
Lanzarote;20/12/2020;13,59
Lanzarote;16/12/2020;17,95
Lanzarote;13/12/2020;12,65
Lanzarote;9/12/2020;17,39
Lanzarote;6/12/2020;12,53
Lanzarote;2/12/2020;17,60
Lanzarote;29/11/2020;11,57
Lanzarote;25/11/2020;18,01
Lanzarote;22/11/2020;12,75
Lanzarote;18/11/2020;17,80
Lanzarote;15/11/2020;12,39
Lanzarote;11/11/2020;16,75
Lanzarote;8/11/2020;12,67
Lanzarote;4/11/2020;17,35
Lanzarote;1/11/2020;12,74
Lanzarote;28/10/2020;17,33
Lanzarote;25/10/2020;13,09
Lanzarote;21/10/2020;17,77
Lanzarote;18/10/2020;12,54
Lanzarote;14/10/2020;18,16
Lanzarote;11/10/2020;13,26
Lanzarote;7/10/2020;18,32
Lanzarote;4/10/2020;12,43
Lanzarote;30/9/2020;17,01
Lanzarote;27/9/2020;10,92
Lanzarote;23/9/2020;18,55
Lanzarote;20/9/2020;13,06
Lanzarote;16/9/2020;18,07
Lanzarote;13/9/2020;12,80
Lanzarote;9/9/2020;18,76
Lanzarote;6/9/2020;14,04
Lanzarote;2/9/2020;14,32
Lanzarote;30/8/2020;13,13
Lanzarote;26/8/2020;19,34
Lanzarote;23/8/2020;12,91
Lanzarote;19/8/2020;19,31
Lanzarote;16/8/2020;14,16
Lanzarote;12/8/2020;19,52
Lanzarote;9/8/2020;15,47
Lanzarote;5/8/2020;19,80
Lanzarote;2/8/2020;14,81
Lanzarote;29/7/2020;19,60
Lanzarote;26/7/2020;14,46
Lanzarote;22/7/2020;18,97
Lanzarote;19/7/2020;14,04
Lanzarote;15/7/2020;19,27
Lanzarote;12/7/2020;13,90
Lanzarote;8/7/2020;19,11
Lanzarote;5/7/2020;13,39
Lanzarote;1/7/2020;18,30
Lanzarote;28/6/2020;13,23
Lanzarote;24/6/2020;17,27
Lanzarote;20/6/2020;15,37
Lanzarote;19/6/2020;18,01
Lanzarote;18/6/2020;17,78
Lanzarote;17/6/2020;17,62
Lanzarote;16/6/2020;17,30
Lanzarote;15/6/2020;17,10
Lanzarote;14/6/2020;13,39
Lanzarote;13/6/2020;15,36
Lanzarote;12/6/2020;17,43
Lanzarote;11/6/2020;17,47
Lanzarote;10/6/2020;17,30
Lanzarote;9/6/2020;15,66
Lanzarote;8/6/2020;16,14
Lanzarote;7/6/2020;13,12
Lanzarote;6/6/2020;14,81
Lanzarote;5/6/2020;17,06
Lanzarote;4/6/2020;16,70
Lanzarote;3/6/2020;16,63
Lanzarote;2/6/2020;16,50
Lanzarote;1/6/2020;15,83
Lanzarote;31/5/2020;11,62
Lanzarote;30/5/2020;13,64
Lanzarote;29/5/2020;16,10
Lanzarote;28/5/2020;16,21
Lanzarote;27/5/2020;16,41
Lanzarote;26/5/2020;15,80
Lanzarote;25/5/2020;15,86
Lanzarote;24/5/2020;10,12
Lanzarote;23/5/2020;11,82
Lanzarote;22/5/2020;14,19
Lanzarote;21/5/2020;13,99
Lanzarote;20/5/2020;13,93
Lanzarote;19/5/2020;13,44
Lanzarote;18/5/2020;13,39
Lanzarote;17/5/2020;9,06
Lanzarote;16/5/2020;11,12
Lanzarote;15/5/2020;13,06
Lanzarote;14/5/2020;13,48
Lanzarote;13/5/2020;14,16
Lanzarote;12/5/2020;14,35
Lanzarote;11/5/2020;13,02
Lanzarote;10/5/2020;6,53
Lanzarote;9/5/2020;7,80
Lanzarote;8/5/2020;11,96
Lanzarote;7/5/2020;11,59
Lanzarote;6/5/2020;11,78
Lanzarote;5/5/2020;12,07
Lanzarote;4/5/2020;11,56
Lanzarote;3/5/2020;6,69
Lanzarote;2/5/2020;7,41
Lanzarote;1/5/2020;7,30
Lanzarote;30/4/2020;9,97
Lanzarote;29/4/2020;10,09
Lanzarote;28/4/2020;10,04
Lanzarote;27/4/2020;9,50
Lanzarote;26/4/2020;5,25
Lanzarote;25/4/2020;6,77
Lanzarote;24/4/2020;9,51
Lanzarote;23/4/2020;9,28
Lanzarote;22/4/2020;9,64
Lanzarote;21/4/2020;9,77
Lanzarote;20/4/2020;9,49
Lanzarote;19/4/2020;5,70
Lanzarote;18/4/2020;6,89
Lanzarote;17/4/2020;9,51
Lanzarote;16/4/2020;10,08
Lanzarote;15/4/2020;9,69
Lanzarote;14/4/2020;9,29
Lanzarote;13/4/2020;9,07
Lanzarote;12/4/2020;4,87
Lanzarote;11/4/2020;5,90
Lanzarote;10/4/2020;5,14
Lanzarote;9/4/2020;6,26
Lanzarote;8/4/2020;8,35
Lanzarote;7/4/2020;8,22
Lanzarote;6/4/2020;7,59
Lanzarote;5/4/2020;4,73
Lanzarote;4/4/2020;6,23
Lanzarote;3/4/2020;8,27
Lanzarote;2/4/2020;7,59
Lanzarote;1/4/2020;7,64
Lanzarote;31/3/2020;7,82
Lanzarote;30/3/2020;7,86
Lanzarote;28/3/2020;6,54
Lanzarote;26/3/2020;9,00
Lanzarote;24/3/2020;9,32
Lanzarote;22/3/2020;5,72
Lanzarote;20/3/2020;11,30
Lanzarote;18/3/2020;11,54
Lanzarote;16/3/2020;13,55
Lanzarote;18/11/2019;25,07
Santa Cruz de Tenerife;30/12/2020;18,90
Santa Cruz de Tenerife;27/12/2020;11,83
Santa Cruz de Tenerife;23/12/2020;19,16
Santa Cruz de Tenerife;20/12/2020;11,41
Santa Cruz de Tenerife;16/12/2020;21,18
Santa Cruz de Tenerife;13/12/2020;12,57
Santa Cruz de Tenerife;9/12/2020;20,98
Santa Cruz de Tenerife;6/12/2020;12,27
Santa Cruz de Tenerife;2/12/2020;21,65
Santa Cruz de Tenerife;29/11/2020;12,62
Santa Cruz de Tenerife;25/11/2020;22,01
Santa Cruz de Tenerife;22/11/2020;13,23
Santa Cruz de Tenerife;18/11/2020;21,60
Santa Cruz de Tenerife;15/11/2020;12,96
Santa Cruz de Tenerife;11/11/2020;20,07
Santa Cruz de Tenerife;8/11/2020;13,84
Santa Cruz de Tenerife;4/11/2020;21,52
Santa Cruz de Tenerife;1/11/2020;13,93
Santa Cruz de Tenerife;28/10/2020;21,51
Santa Cruz de Tenerife;25/10/2020;14,17
Santa Cruz de Tenerife;21/10/2020;20,91
Santa Cruz de Tenerife;18/10/2020;13,36
Santa Cruz de Tenerife;14/10/2020;21,91
Santa Cruz de Tenerife;11/10/2020;14,15
Santa Cruz de Tenerife;7/10/2020;21,52
Santa Cruz de Tenerife;4/10/2020;13,10
Santa Cruz de Tenerife;30/9/2020;20,94
Santa Cruz de Tenerife;27/9/2020;12,33
Santa Cruz de Tenerife;23/9/2020;21,93
Santa Cruz de Tenerife;20/9/2020;13,83
Santa Cruz de Tenerife;16/9/2020;21,65
Santa Cruz de Tenerife;13/9/2020;13,93
Santa Cruz de Tenerife;9/9/2020;21,56
Santa Cruz de Tenerife;6/9/2020;14,81
Santa Cruz de Tenerife;2/9/2020;16,85
Santa Cruz de Tenerife;30/8/2020;14,05
Santa Cruz de Tenerife;26/8/2020;20,94
Santa Cruz de Tenerife;23/8/2020;13,36
Santa Cruz de Tenerife;19/8/2020;21,18
Santa Cruz de Tenerife;16/8/2020;14,45
Santa Cruz de Tenerife;12/8/2020;21,57
Santa Cruz de Tenerife;9/8/2020;15,60
Santa Cruz de Tenerife;5/8/2020;21,57
Santa Cruz de Tenerife;2/8/2020;15,50
Santa Cruz de Tenerife;29/7/2020;22,05
Santa Cruz de Tenerife;26/7/2020;15,56
Santa Cruz de Tenerife;22/7/2020;21,83
Santa Cruz de Tenerife;19/7/2020;15,58
Santa Cruz de Tenerife;15/7/2020;27,24
Santa Cruz de Tenerife;12/7/2020;15,73
Santa Cruz de Tenerife;8/7/2020;21,69
Santa Cruz de Tenerife;5/7/2020;15,67
Santa Cruz de Tenerife;1/7/2020;21,46
Santa Cruz de Tenerife;28/6/2020;15,23
Santa Cruz de Tenerife;24/6/2020;20,43
Santa Cruz de Tenerife;20/6/2020;17,26
Santa Cruz de Tenerife;19/6/2020;20,05
Santa Cruz de Tenerife;18/6/2020;19,89
Santa Cruz de Tenerife;17/6/2020;19,53
Santa Cruz de Tenerife;16/6/2020;19,72
Santa Cruz de Tenerife;15/6/2020;18,82
Santa Cruz de Tenerife;14/6/2020;14,89
Santa Cruz de Tenerife;13/6/2020;17,47
Santa Cruz de Tenerife;12/6/2020;19,21
Santa Cruz de Tenerife;11/6/2020;19,56
Santa Cruz de Tenerife;10/6/2020;19,64
Santa Cruz de Tenerife;9/6/2020;17,47
Santa Cruz de Tenerife;8/6/2020;17,46
Santa Cruz de Tenerife;7/6/2020;13,69
Santa Cruz de Tenerife;6/6/2020;15,91
Santa Cruz de Tenerife;5/6/2020;18,99
Santa Cruz de Tenerife;4/6/2020;18,35
Santa Cruz de Tenerife;3/6/2020;18,39
Santa Cruz de Tenerife;2/6/2020;18,69
Santa Cruz de Tenerife;1/6/2020;17,59
Santa Cruz de Tenerife;31/5/2020;12,32
Santa Cruz de Tenerife;30/5/2020;15,14
Santa Cruz de Tenerife;29/5/2020;18,63
Santa Cruz de Tenerife;28/5/2020;18,77
Santa Cruz de Tenerife;27/5/2020;18,45
Santa Cruz de Tenerife;26/5/2020;17,90
Santa Cruz de Tenerife;25/5/2020;16,96
Santa Cruz de Tenerife;24/5/2020;10,71
Santa Cruz de Tenerife;23/5/2020;13,04
Santa Cruz de Tenerife;22/5/2020;15,85
Santa Cruz de Tenerife;21/5/2020;15,70
Santa Cruz de Tenerife;20/5/2020;15,60
Santa Cruz de Tenerife;19/5/2020;15,17
Santa Cruz de Tenerife;18/5/2020;14,52
Santa Cruz de Tenerife;17/5/2020;9,22
Santa Cruz de Tenerife;16/5/2020;11,90
Santa Cruz de Tenerife;15/5/2020;14,88
Santa Cruz de Tenerife;14/5/2020;15,23
Santa Cruz de Tenerife;13/5/2020;15,76
Santa Cruz de Tenerife;12/5/2020;15,92
Santa Cruz de Tenerife;11/5/2020;15,02
Santa Cruz de Tenerife;10/5/2020;6,60
Santa Cruz de Tenerife;9/5/2020;8,12
Santa Cruz de Tenerife;8/5/2020;13,13
Santa Cruz de Tenerife;7/5/2020;12,86
Santa Cruz de Tenerife;6/5/2020;13,22
Santa Cruz de Tenerife;5/5/2020;13,10
Santa Cruz de Tenerife;4/5/2020;12,52
Santa Cruz de Tenerife;3/5/2020;6,63
Santa Cruz de Tenerife;2/5/2020;7,53
Santa Cruz de Tenerife;1/5/2020;6,87
Santa Cruz de Tenerife;30/4/2020;11,31
Santa Cruz de Tenerife;29/4/2020;11,17
